index,loss,correct,pred
65,1.0805902481079102,1, 10
66,1.2662782669067383,1, 10
67,1.2603927850723267,1, 10
68,1.5392272472381592,1, 20
69,1.217026710510254,1, 20
70,2.4959797859191895,0, 1
71,1.4037867784500122,1, 20
72,4.895420074462891,0, 1
73,4.507604598999023,0, 1
74,5.0265212059021,0, 1
75,4.812551975250244,0, 1
76,4.814089775085449,0, 1
77,4.149540424346924,0, 1
78,4.538696765899658,0, 1
79,4.387762546539307,0, 1
80,2.5102458000183105,0, 2
81,2.491626739501953,0, 2
82,2.465243101119995,0, 2
83,2.3567419052124023,0, 5
84,3.6866888999938965,0, 2
85,3.886077880859375,0, 2
86,3.8165578842163086,0, 2
87,3.965311050415039,0, 2
88,6.229334354400635,0, 2
89,6.364544868469238,0, 2
90,6.245611667633057,0, 2
91,5.980353832244873,0, 2
92,6.8531622886657715,0, 2
93,7.015522003173828,0, 2
94,6.331777572631836,0, 2
95,6.94541597366333,0, 2
96,12.707722663879395,0, 2
97,12.800947189331055,0, 2
98,12.221651077270508,0, 2
99,11.916203498840332,0, 2
100,0.7369131445884705,1, 5
101,0.8011564016342163,1, 5
102,0.8524344563484192,1, 5
103,0.7953671216964722,1, 5
104,0.8211790919303894,1, 10
105,0.7543078660964966,1, 10
106,0.8303037285804749,1, 10
107,0.8349206447601318,1, 10
108,1.2333011627197266,1, 20
109,1.0320241451263428,1, 20
110,1.3247919082641602,1, 20
111,1.1567190885543823,1, 20
112,4.018460750579834,0, 1
113,3.6255087852478027,0, 1
114,4.246213436126709,0, 1
115,3.4537127017974854,0, 1
116,3.2413909435272217,0, 1
117,2.8083086013793945,0, 1
118,3.19274640083313,0, 1
119,2.83199405670166,0, 1
120,0.8766540288925171,1, 5
121,0.8984721302986145,1, 5
122,1.009089708328247,1, 5
123,0.9638984203338623,1, 5
124,1.0536130666732788,1, 10
125,1.109808325767517,1, 10
126,0.9859085083007812,1, 10
127,1.1391808986663818,1, 10
128,1.5090641975402832,1, 20
129,2.3274574279785156,0, 1
130,2.3554463386535645,0, 1
131,2.388124704360962,0, 1
132,4.826344013214111,0, 1
133,4.614461421966553,0, 1
134,4.822299957275391,0, 1
135,4.670978546142578,0, 1
136,4.062685012817383,0, 1
137,3.8724286556243896,0, 1
138,3.775315999984741,0, 1
139,3.9995718002319336,0, 1
140,1.0512850284576416,1, 5
141,1.0604462623596191,1, 5
142,1.1357421875,1, 5
143,1.1427888870239258,1, 5
144,1.0680584907531738,1, 10
145,0.9417792558670044,1, 10
146,1.1287729740142822,1, 10
147,1.1080269813537598,1, 10
148,1.3845847845077515,1, 20
149,1.2373372316360474,1, 20
150,2.301215648651123,0, 1
151,2.2153124809265137,0, 1
152,4.276300430297852,0, 1
153,4.25960636138916,0, 1
154,4.516664981842041,0, 1
155,4.27151346206665,0, 1
156,3.9264755249023438,0, 1
157,3.366359233856201,0, 1
158,4.01368522644043,0, 1
159,3.654979705810547,0, 1
160,1.1393636465072632,1, 5
161,1.0456440448760986,1, 5
162,1.206041932106018,1, 5
163,1.4820671081542969,0, 1
164,1.9004846811294556,0, 1
165,1.7764571905136108,0, 1
166,1.7970030307769775,0, 1
167,1.916498064994812,0, 1
168,2.741417169570923,0, 1
169,2.447277545928955,0, 1
170,2.7770166397094727,0, 1
171,2.7446084022521973,0, 1
172,5.302080154418945,0, 1
173,5.038012504577637,0, 1
174,5.182400703430176,0, 1
175,5.219699382781982,0, 1
176,4.816355228424072,0, 1
177,4.987059116363525,0, 1
178,4.388593673706055,0, 1
179,5.055120468139648,0, 1
180,0.886850118637085,1, 5
181,0.8676243424415588,1, 5
182,0.9944542050361633,1, 5
183,1.0012285709381104,1, 5
184,1.0178401470184326,1, 10
185,0.9750689268112183,1, 10
186,0.9868142008781433,1, 10
187,1.0941686630249023,1, 10
188,1.3682057857513428,1, 20
189,1.2709400653839111,1, 20
190,1.3965107202529907,1, 20
191,2.1485660076141357,0, 1
192,3.9824752807617188,0, 1
193,3.948259115219116,0, 1
194,4.023743629455566,0, 1
195,4.1447930335998535,0, 1
196,3.4253604412078857,0, 1
197,3.5124013423919678,0, 1
198,3.118629217147827,0, 1
199,3.7193453311920166,0, 1
200,0.8965156674385071,1, 5
201,1.0967906713485718,1, 5
202,1.0286459922790527,1, 5
203,1.186694622039795,1, 5
204,1.0703234672546387,1, 10
205,1.0462288856506348,1, 10
206,1.0877091884613037,1, 10
207,1.170113205909729,1, 10
208,1.3982995748519897,1, 20
209,1.3943135738372803,1, 20
210,2.3230199813842773,0, 1
211,2.316927671432495,0, 1
212,4.838159084320068,0, 1
213,5.3060126304626465,0, 1
214,4.988788604736328,0, 1
215,5.1232781410217285,0, 1
216,4.549965858459473,0, 1
217,5.033951282501221,0, 1
218,4.332202434539795,0, 1
219,4.8022589683532715,0, 1
220,5.393409729003906,0, 5
221,5.157219409942627,0, 5
222,5.461021423339844,0, 5
223,5.194493770599365,0, 5
224,7.156217098236084,0, 5
225,7.092190742492676,0, 5
226,7.2400054931640625,0, 5
227,7.246673583984375,0, 5
228,7.987637519836426,0, 5
229,7.702389240264893,0, 5
230,7.658581256866455,0, 5
231,7.721476078033447,0, 5
232,11.438922882080078,0, 5
233,11.932621002197266,0, 5
234,11.304216384887695,0, 5
235,11.175968170166016,0, 5
236,11.438687324523926,0, 5
237,11.914443016052246,0, 5
238,11.271806716918945,0, 5
239,11.155610084533691,0, 5
240,0.9240933060646057,1, 5
241,0.8508495092391968,1, 5
242,1.1228395700454712,1, 5
243,0.9657939672470093,1, 5
244,1.0545049905776978,1, 10
245,0.9023259878158569,1, 10
246,1.1660456657409668,1, 10
247,1.0805182456970215,1, 10
248,1.2061288356781006,1, 20
249,0.9399207830429077,1, 20
250,1.3857731819152832,1, 20
251,1.2298717498779297,1, 20
252,3.8139607906341553,0, 1
253,3.163987636566162,0, 1
254,4.0815582275390625,0, 1
255,3.333355665206909,0, 1
256,3.107877492904663,0, 1
257,1.3434600830078125,1, 100
258,3.1334011554718018,0, 1
259,2.757441997528076,0, 1
260,1.0631344318389893,1, 5
261,0.9918756484985352,1, 5
262,1.2545212507247925,1, 5
263,1.2295275926589966,1, 5
264,1.2717466354370117,1, 10
265,1.1453930139541626,1, 10
266,1.7589452266693115,0, 1
267,1.756677269935608,0, 1
268,2.411235809326172,0, 1
269,1.291109323501587,1, 20
270,2.6066250801086426,0, 1
271,2.2365870475769043,0, 1
272,5.1352386474609375,0, 1
273,4.6978559494018555,0, 1
274,5.25652551651001,0, 1
275,5.040129661560059,0, 1
276,5.130218982696533,0, 1
277,4.434363842010498,0, 1
278,4.899613857269287,0, 1
279,4.675792217254639,0, 1
280,2.5769777297973633,0, 2
281,2.5052828788757324,0, 2
282,2.5544581413269043,0, 2
283,2.5973665714263916,0, 2
284,3.732093334197998,0, 2
285,3.8701415061950684,0, 2
286,3.8737361431121826,0, 2
287,3.9928512573242188,0, 2
288,6.401691436767578,0, 2
289,6.394263744354248,0, 2
290,6.388473033905029,0, 2
291,6.104389190673828,0, 2
292,7.005381107330322,0, 2
293,6.902454853057861,0, 2
294,6.5438642501831055,0, 2
295,6.878572463989258,0, 2
296,12.68931770324707,0, 2
297,12.813815116882324,0, 2
298,12.297404289245605,0, 2
299,11.92564582824707,0, 2
300,0.7683794498443604,1, 5
301,0.7709378600120544,1, 5
302,0.8531098365783691,1, 5
303,0.7916387915611267,1, 5
304,0.8566645383834839,1, 10
305,0.7500993609428406,1, 10
306,0.8730672001838684,1, 10
307,0.8872158527374268,1, 10
308,1.2341172695159912,1, 20
309,1.072046160697937,1, 20
310,1.334751009941101,1, 20
311,1.2387696504592896,1, 20
312,4.150958061218262,0, 1
313,3.607394218444824,0, 1
314,4.288836479187012,0, 1
315,3.5860908031463623,0, 1
316,3.290062665939331,0, 1
317,2.919914960861206,0, 1
318,3.2661890983581543,0, 1
319,3.0590667724609375,0, 1
320,0.9073518514633179,1, 5
321,0.9439296126365662,1, 5
322,1.042396903038025,1, 5
323,1.0060878992080688,1, 5
324,1.0964267253875732,1, 10
325,1.1375702619552612,1, 10
326,1.0337824821472168,1, 10
327,1.1907397508621216,1, 10
328,1.5357221364974976,1, 20
329,2.376147985458374,0, 1
330,2.3802247047424316,0, 1
331,2.4473750591278076,0, 1
332,4.963201522827148,0, 1
333,4.657230377197266,0, 1
334,4.883925914764404,0, 1
335,4.727726936340332,0, 1
336,4.262367248535156,0, 1
337,3.9401090145111084,0, 1
338,3.9417686462402344,0, 1
339,4.078177452087402,0, 1
340,1.0794517993927002,1, 5
341,1.071212887763977,1, 5
342,1.187795639038086,1, 5
343,1.1515775918960571,1, 5
344,1.1825027465820312,1, 10
345,0.99072265625,1, 10
346,1.242411494255066,1, 10
347,1.206727147102356,1, 10
348,1.4941868782043457,1, 20
349,1.3105874061584473,1, 20
350,2.488652467727661,0, 1
351,2.4017584323883057,0, 1
352,4.76835298538208,0, 1
353,4.419271945953369,0, 1
354,4.9124531745910645,0, 1
355,4.551637172698975,0, 1
356,4.439924716949463,0, 1
357,3.5935451984405518,0, 1
358,4.433489799499512,0, 1
359,3.9282114505767822,0, 1
360,1.1604671478271484,1, 5
361,1.085525631904602,1, 5
362,1.231109619140625,1, 5
363,1.5367982387542725,0, 1
364,1.9849187135696411,0, 1
365,1.8106778860092163,0, 1
366,1.9037065505981445,0, 1
367,2.0242793560028076,0, 1
368,2.820566177368164,0, 1
369,2.486621618270874,0, 1
370,2.9096341133117676,0, 1
371,2.862945079803467,0, 1
372,5.586358070373535,0, 1
373,5.105361461639404,0, 1
374,5.511335849761963,0, 1
375,5.306811809539795,0, 1
376,5.1689324378967285,0, 1
377,5.070417881011963,0, 1
378,4.806192398071289,0, 1
379,5.209899425506592,0, 1
380,0.9483605027198792,1, 5
381,0.8986010551452637,1, 5
382,1.0708847045898438,1, 5
383,1.0311510562896729,1, 5
384,1.1144143342971802,1, 10
385,0.9864374995231628,1, 10
386,1.0872986316680908,1, 10
387,1.1390254497528076,1, 10
388,1.4342881441116333,1, 20
389,1.2869893312454224,1, 20
390,1.4652467966079712,1, 20
391,2.212308406829834,0, 1
392,4.265578269958496,0, 1
393,3.9726006984710693,0, 1
394,4.297644138336182,0, 1
395,4.224006175994873,0, 1
396,3.7502031326293945,0, 1
397,3.593691825866699,0, 1
398,3.4868252277374268,0, 1
399,3.8654417991638184,0, 1
400,0.9279100894927979,1, 5
401,1.1310234069824219,1, 5
402,1.0531256198883057,1, 5
403,1.2198190689086914,1, 5
404,1.067062258720398,1, 10
405,1.115301251411438,1, 10
406,1.1037862300872803,1, 10
407,1.2136900424957275,1, 10
408,1.3689464330673218,1, 20
409,1.440130352973938,1, 20
410,2.2644846439361572,0, 1
411,2.3607704639434814,0, 1
412,4.2342987060546875,0, 1
413,5.024778842926025,0, 1
414,4.368765830993652,0, 1
415,4.79094123840332,0, 1
416,3.939868450164795,0, 1
417,4.733189582824707,0, 1
418,3.795100212097168,0, 1
419,4.474674224853516,0, 1
420,5.339622497558594,0, 5
421,5.140793323516846,0, 5
422,5.413371562957764,0, 5
423,5.1479172706604,0, 5
424,7.06256103515625,0, 5
425,7.043531894683838,0, 5
426,7.086921691894531,0, 5
427,7.142151832580566,0, 5
428,7.72607946395874,0, 5
429,7.677908420562744,0, 5
430,7.432324409484863,0, 5
431,7.649970054626465,0, 5
432,11.683100700378418,0, 5
433,11.868879318237305,0, 5
434,11.4674654006958,0, 5
435,11.034136772155762,0, 5
436,11.729668617248535,0, 5
437,11.863723754882812,0, 5
438,11.471049308776855,0, 5
439,11.012628555297852,0, 5
440,0.9277051091194153,1, 5
441,0.8136812448501587,1, 5
442,1.1294866800308228,1, 5
443,0.9471979141235352,1, 5
444,1.0270936489105225,1, 10
445,0.9404995441436768,1, 10
446,1.157835602760315,1, 10
447,1.0852391719818115,1, 10
448,1.282260537147522,1, 20
449,1.0229512453079224,1, 20
450,2.198490619659424,0, 1
451,1.2696512937545776,1, 20
452,3.5040900707244873,0, 1
453,3.1073672771453857,0, 1
454,3.8438100814819336,0, 1
455,3.115541934967041,0, 1
456,2.7657036781311035,0, 1
457,2.5651309490203857,0, 1
458,2.8252787590026855,0, 1
459,2.653322458267212,0, 1
460,1.0143312215805054,1, 5
461,0.9909138679504395,1, 5
462,1.1809611320495605,1, 5
463,1.2279781103134155,1, 5
464,1.1899327039718628,1, 10
465,1.170301079750061,1, 10
466,1.2996118068695068,1, 10
467,1.7385540008544922,0, 1
468,1.4857689142227173,1, 20
469,1.2967215776443481,1, 20
470,2.447587251663208,0, 1
471,2.1849350929260254,0, 1
472,4.419848918914795,0, 1
473,4.391558647155762,0, 1
474,4.538755893707275,0, 1
475,4.6016998291015625,0, 1
476,4.30247688293457,0, 1
477,4.128506660461426,0, 1
478,4.117167949676514,0, 1
479,4.292598247528076,0, 1
480,2.301274538040161,0, 5
481,2.511934280395508,0, 2
482,2.2834956645965576,0, 5
483,2.3907814025878906,0, 5
484,3.7490744590759277,0, 2
485,3.9150514602661133,0, 2
486,3.321722984313965,0, 10
487,4.008296489715576,0, 2
488,6.289553165435791,0, 2
489,6.406750679016113,0, 2
490,6.2929511070251465,0, 2
491,6.1183905601501465,0, 2
492,6.371910572052002,0, 2
493,6.74733304977417,0, 2
494,5.9924540519714355,0, 2
495,6.664205074310303,0, 2
496,12.96086311340332,0, 2
497,12.857464790344238,0, 2
498,12.49560832977295,0, 2
499,12.057374954223633,0, 2
500,0.791311502456665,1, 5
501,0.7624472975730896,1, 5
502,0.888344943523407,1, 5
503,0.8114472031593323,1, 5
504,0.8697630763053894,1, 10
505,0.7987573742866516,1, 10
506,0.9194337129592896,1, 10
507,0.9227033257484436,1, 10
508,1.2760720252990723,1, 20
509,1.1320675611495972,1, 20
510,1.4071296453475952,1, 20
511,1.298904299736023,1, 20
512,3.9025943279266357,0, 1
513,3.52245831489563,0, 1
514,4.101290702819824,0, 1
515,3.414644956588745,0, 1
516,3.0265355110168457,0, 1
517,2.842935800552368,0, 1
518,3.13376522064209,0, 1
519,2.923685312271118,0, 1
520,0.8248809576034546,1, 5
521,0.9257993698120117,1, 5
522,0.9602066278457642,1, 5
523,1.004363775253296,1, 5
524,1.029228687286377,1, 10
525,1.1267898082733154,1, 10
526,0.997567892074585,1, 10
527,1.1870620250701904,1, 10
528,1.458126187324524,1, 20
529,2.3828001022338867,0, 1
530,2.298861026763916,0, 1
531,2.5189340114593506,0, 1
532,4.259350299835205,0, 1
533,4.409892559051514,0, 1
534,4.255697250366211,0, 1
535,4.551507949829102,0, 1
536,3.5563979148864746,0, 1
537,3.624932289123535,0, 1
538,3.4106154441833496,0, 1
539,3.8527867794036865,0, 1
540,1.0239763259887695,1, 5
541,1.090986967086792,1, 5
542,1.1300429105758667,1, 5
543,1.1875218152999878,1, 5
544,1.0493404865264893,1, 10
545,1.047410249710083,1, 10
546,1.1716489791870117,1, 10
547,1.2323781251907349,1, 10
548,1.4484479427337646,1, 20
549,1.4167321920394897,1, 20
550,2.450319766998291,0, 1
551,2.4849114418029785,0, 1
552,4.02787446975708,0, 1
553,4.3100433349609375,0, 1
554,4.288593769073486,0, 1
555,4.314335823059082,0, 1
556,3.578247308731079,0, 1
557,3.5469329357147217,0, 1
558,3.7494707107543945,0, 1
559,3.7736339569091797,0, 1
560,1.0723274946212769,1, 5
561,1.0273220539093018,1, 5
562,1.1096508502960205,1, 5
563,1.4831910133361816,0, 1
564,1.3232460021972656,1, 10
565,1.7106491327285767,0, 1
566,1.2890647649765015,1, 10
567,1.9250291585922241,0, 1
568,2.5293173789978027,0, 1
569,2.3253302574157715,0, 1
570,2.579587459564209,0, 1
571,2.6995465755462646,0, 1
572,4.6981048583984375,0, 1
573,4.583482265472412,0, 1
574,4.550058841705322,0, 1
575,4.782575607299805,0, 1
576,4.011886119842529,0, 1
577,4.461328983306885,0, 1
578,3.744079351425171,0, 1
579,4.607152938842773,0, 1
580,0.9249902367591858,1, 5
581,0.9326250553131104,1, 5
582,1.019086241722107,1, 5
583,1.0762159824371338,1, 5
584,1.0556530952453613,1, 10
585,1.0382554531097412,1, 10
586,1.0527864694595337,1, 10
587,1.1776988506317139,1, 10
588,1.3835867643356323,1, 20
589,1.3414992094039917,1, 20
590,1.4398871660232544,1, 20
591,2.2780134677886963,0, 1
592,3.687443256378174,0, 1
593,3.8767566680908203,0, 1
594,3.786684989929199,0, 1
595,4.03439998626709,0, 1
596,3.0799875259399414,0, 1
597,3.495431661605835,0, 1
598,2.9631142616271973,0, 1
599,3.6802685260772705,0, 1
600,0.9513150453567505,1, 5
601,1.129669427871704,1, 5
602,1.103332757949829,1, 5
603,1.2223336696624756,1, 5
604,1.152855634689331,1, 10
605,1.1497431993484497,1, 10
606,1.182850956916809,1, 10
607,1.2533029317855835,1, 10
608,1.3980507850646973,1, 20
609,1.524060845375061,1, 20
610,2.332965612411499,0, 1
611,2.489987373352051,0, 1
612,4.697572708129883,0, 1
613,5.590719223022461,0, 1
614,4.838076591491699,0, 1
615,5.421688079833984,0, 1
616,4.460453987121582,0, 1
617,5.333103656768799,0, 1
618,4.2043657302856445,0, 1
619,5.099758148193359,0, 1
620,5.3700361251831055,0, 5
621,5.156622409820557,0, 5
622,5.420156002044678,0, 5
623,5.168490886688232,0, 5
624,7.2599945068359375,0, 5
625,7.235507488250732,0, 5
626,7.3102850914001465,0, 5
627,7.356507301330566,0, 5
628,8.047954559326172,0, 5
629,7.93641996383667,0, 5
630,7.751820087432861,0, 5
631,7.9393205642700195,0, 5
632,11.755943298339844,0, 5
633,12.00169849395752,0, 5
634,11.499658584594727,0, 5
635,11.125082015991211,0, 5
636,11.772318840026855,0, 5
637,12.04262638092041,0, 5
638,11.443385124206543,0, 5
639,11.126533508300781,0, 5
640,1.001523494720459,1, 5
641,0.8302280902862549,1, 5
642,1.2343028783798218,1, 5
643,0.9529024362564087,1, 5
644,1.1420526504516602,1, 10
645,0.9455096125602722,1, 10
646,1.2816758155822754,1, 10
647,1.1132323741912842,1, 10
648,1.31868314743042,1, 20
649,1.0327266454696655,1, 20
650,2.296616315841675,0, 1
651,1.3062516450881958,1, 20
652,4.010504722595215,0, 1
653,3.4856204986572266,0, 1
654,4.316535472869873,0, 1
655,3.554568290710449,0, 1
656,3.209108352661133,0, 1
657,2.7452683448791504,0, 1
658,3.2057151794433594,0, 1
659,2.9110522270202637,0, 1
660,1.0569344758987427,1, 5
661,1.0005180835723877,1, 5
662,1.2555463314056396,1, 5
663,1.2487117052078247,1, 5
664,1.3002889156341553,1, 10
665,1.215278148651123,1, 10
666,1.826798677444458,0, 1
667,1.8117772340774536,0, 1
668,2.370427131652832,0, 1
669,1.3568838834762573,1, 20
670,2.6112217903137207,0, 1
671,2.314147710800171,0, 1
672,5.006140232086182,0, 1
673,4.876235485076904,0, 1
674,5.163821220397949,0, 1
675,5.1916961669921875,0, 1
676,4.8732075691223145,0, 1
677,4.600404739379883,0, 1
678,4.632390022277832,0, 1
679,4.814087390899658,0, 1
680,2.540783643722534,0, 2
681,2.509104013442993,0, 2
682,2.5034055709838867,0, 2
683,2.5923027992248535,0, 2
684,3.712157964706421,0, 2
685,3.937910556793213,0, 2
686,3.8354125022888184,0, 2
687,4.020626544952393,0, 2
688,6.389416694641113,0, 2
689,6.475558757781982,0, 2
690,6.340099334716797,0, 2
691,6.172145843505859,0, 2
692,6.9158806800842285,0, 2
693,7.179763317108154,0, 2
694,6.491576671600342,0, 2
695,7.1556901931762695,0, 2
696,13.000750541687012,0, 2
697,13.126581192016602,0, 2
698,12.49239730834961,0, 2
699,12.103081703186035,0, 2
700,0.7902124524116516,1, 5
701,0.7726240754127502,1, 5
702,0.9202196002006531,1, 5
703,0.8183676600456238,1, 5
704,0.908291757106781,1, 10
705,0.820438027381897,1, 10
706,0.9608471393585205,1, 10
707,0.9401160478591919,1, 10
708,1.266039490699768,1, 20
709,1.1592822074890137,1, 20
710,1.4243413209915161,1, 20
711,1.318245768547058,1, 20
712,4.267047882080078,0, 1
713,3.9251437187194824,0, 1
714,4.459529876708984,0, 1
715,3.808406352996826,0, 1
716,3.3511264324188232,0, 1
717,3.110771894454956,0, 1
718,3.40630841255188,0, 1
719,3.214369297027588,0, 1
720,0.8833323121070862,1, 5
721,0.9489902257919312,1, 5
722,1.0261266231536865,1, 5
723,1.036257266998291,1, 5
724,1.1537706851959229,1, 10
725,1.1808826923370361,1, 10
726,1.0895967483520508,1, 10
727,1.6122878789901733,0, 1
728,1.561249017715454,1, 20
729,2.4899301528930664,0, 1
730,2.4211370944976807,0, 1
731,2.592773914337158,0, 1
732,4.7548604011535645,0, 1
733,4.834848403930664,0, 1
734,4.716257095336914,0, 1
735,4.985217094421387,0, 1
736,4.121658802032471,0, 1
737,4.064726829528809,0, 1
738,3.8302807807922363,0, 1
739,4.293023109436035,0, 1
740,1.078449010848999,1, 5
741,1.089812994003296,1, 5
742,1.2168794870376587,1, 5
743,1.187296986579895,1, 5
744,1.1369062662124634,1, 10
745,1.056668996810913,1, 10
746,1.2505772113800049,1, 10
747,1.2584216594696045,1, 10
748,1.4365278482437134,1, 20
749,1.4205225706100464,1, 20
750,2.460211753845215,0, 1
751,2.5324056148529053,0, 1
752,4.513530254364014,0, 1
753,4.708899974822998,0, 1
754,4.7906293869018555,0, 1
755,4.751604080200195,0, 1
756,3.9972317218780518,0, 1
757,3.7673211097717285,0, 1
758,4.146221160888672,0, 1
759,4.060298442840576,0, 1
760,1.1476372480392456,1, 5
761,1.0695449113845825,1, 5
762,1.2050902843475342,1, 5
763,1.583301067352295,0, 1
764,1.8793965578079224,0, 1
765,1.7996437549591064,0, 1
766,1.820743441581726,0, 1
767,2.0358164310455322,0, 1
768,2.620591878890991,0, 1
769,2.4664077758789062,0, 1
770,2.7218246459960938,0, 1
771,2.909266471862793,0, 1
772,5.234275817871094,0, 1
773,5.13055419921875,0, 1
774,5.168125629425049,0, 1
775,5.4478373527526855,0, 1
776,4.511010646820068,0, 1
777,5.018255233764648,0, 1
778,4.24949836730957,0, 1
779,5.293334007263184,0, 1
780,0.9792492389678955,1, 5
781,0.9286959171295166,1, 5
782,1.1028269529342651,1, 5
783,1.0839600563049316,1, 5
784,1.1708617210388184,1, 10
785,1.0570964813232422,1, 10
786,1.1569888591766357,1, 10
787,1.2053624391555786,1, 10
788,1.4504148960113525,1, 20
789,1.3767592906951904,1, 20
790,2.2598443031311035,0, 1
791,2.3573110103607178,0, 1
792,4.188796520233154,0, 1
793,4.228819370269775,0, 1
794,4.287578105926514,0, 1
795,4.455318927764893,0, 1
796,3.5894486904144287,0, 1
797,3.7970268726348877,0, 1
798,3.363266706466675,0, 1
799,4.038221836090088,0, 1
800,1.0147345066070557,1, 5
801,1.1519855260849,1, 5
802,1.185368537902832,1, 5
803,1.2331585884094238,1, 5
804,1.1938748359680176,1, 10
805,1.0799922943115234,1, 10
806,1.1955595016479492,1, 10
807,1.1736042499542236,1, 10
808,1.5571515560150146,1, 20
809,1.4465956687927246,1, 20
810,2.5142087936401367,0, 1
811,2.3533570766448975,0, 1
812,4.782463073730469,0, 1
813,5.265076637268066,0, 1
814,4.931419372558594,0, 1
815,5.044864177703857,0, 1
816,4.851490020751953,0, 1
817,4.977826118469238,0, 1
818,4.5862531661987305,0, 1
819,4.721918106079102,0, 1
820,5.324666500091553,0, 5
821,5.157412528991699,0, 5
822,5.431616306304932,0, 5
823,5.115772724151611,0, 5
824,7.112510681152344,0, 5
825,7.123551845550537,0, 5
826,7.210302829742432,0, 5
827,7.227405548095703,0, 5
828,7.962613582611084,0, 5
829,7.743849277496338,0, 5
830,7.595712184906006,0, 5
831,7.718064308166504,0, 5
832,11.287324905395508,0, 5
833,11.679641723632812,0, 5
834,11.140678405761719,0, 5
835,10.938628196716309,0, 5
836,11.29552173614502,0, 5
837,11.698359489440918,0, 5
838,11.125014305114746,0, 5
839,10.961642265319824,0, 5
840,1.0195097923278809,1, 5
841,0.8733187913894653,1, 5
842,1.2486308813095093,1, 5
843,0.9889957904815674,1, 5
844,1.1651204824447632,1, 10
845,0.9390395879745483,1, 10
846,1.2553573846817017,1, 10
847,1.078611135482788,1, 10
848,1.4069626331329346,1, 20
849,1.0269933938980103,1, 20
850,2.3394346237182617,0, 1
851,1.2627151012420654,1, 20
852,3.861768960952759,0, 1
853,3.305640697479248,0, 1
854,4.152918338775635,0, 1
855,3.315887928009033,0, 1
856,3.405320882797241,0, 1
857,2.749281644821167,0, 1
858,3.373063802719116,0, 1
859,2.830538749694824,0, 1
860,1.0599623918533325,1, 5
861,1.0182052850723267,1, 5
862,1.2523431777954102,1, 5
863,1.2751635313034058,1, 5
864,1.25333833694458,1, 10
865,1.1734548807144165,1, 10
866,1.7332926988601685,0, 1
867,1.748694896697998,0, 1
868,2.435256242752075,0, 1
869,1.328273057937622,1, 20
870,2.5919790267944336,0, 1
871,2.2437710762023926,0, 1
872,4.897546291351318,0, 1
873,4.728354454040527,0, 1
874,4.965292930603027,0, 1
875,5.021853923797607,0, 1
876,4.940340518951416,0, 1
877,4.485928058624268,0, 1
878,4.674226760864258,0, 1
879,4.669654369354248,0, 1
880,2.529608964920044,0, 2
881,2.4982762336730957,0, 2
882,2.4819815158843994,0, 2
883,2.364274263381958,0, 5
884,3.8137190341949463,0, 2
885,3.9188454151153564,0, 2
886,3.936326265335083,0, 2
887,4.0127105712890625,0, 2
888,6.3751091957092285,0, 2
889,6.2900471687316895,0, 2
890,6.299931049346924,0, 2
891,5.926853179931641,0, 2
892,7.017017841339111,0, 2
893,6.908908367156982,0, 2
894,6.570061683654785,0, 2
895,6.84198522567749,0, 2
896,12.733067512512207,0, 2
897,12.812398910522461,0, 2
898,12.320938110351562,0, 2
899,12.02352523803711,0, 2
900,0.9093135595321655,1, 5
901,0.8178128004074097,1, 5
