,prompt,classes,answer_index
100,"Q: Which is more likely to be true?
1. Michael is a journalist.
2. Michael is a journalist and is nosy.
A:","[' 1', ' 2']",0
101,"Q: Which is more likely to be true?
1. Michael is a journalist.
2. Michael is a journalist and is curious.
A:","[' 1', ' 2']",0
102,"Q: Which is more likely to be true?
1. Michael is a journalist and is nosy.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
103,"Q: Which is more likely to be true?
1. Michael is a journalist and is curious.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
104,"Q: Which is more probable?
1. Michael is a journalist.
2. Michael is a journalist and is nosy.
A:","[' 1', ' 2']",0
105,"Q: Which is more probable?
1. Michael is a journalist.
2. Michael is a journalist and is curious.
A:","[' 1', ' 2']",0
106,"Q: Which is more probable?
1. Michael is a journalist and is nosy.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
107,"Q: Which is more probable?
1. Michael is a journalist and is curious.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
108,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a journalist.
2. Michael is a journalist and is nosy.
A:","[' 1', ' 2']",0
109,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a journalist.
2. Michael is a journalist and is curious.
A:","[' 1', ' 2']",0
110,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a journalist and is nosy.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
111,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a journalist and is curious.
2. Michael is a journalist.
A:","[' 1', ' 2']",1
112,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is a librarian and is quiet.
A:","[' 1', ' 2']",0
113,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is a librarian and is shy.
A:","[' 1', ' 2']",0
114,"Q: Which is more likely?
1. Michael is a librarian and is quiet.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
115,"Q: Which is more likely?
1. Michael is a librarian and is shy.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
116,"Question: Which is more likely?
A. Michael is a librarian.
B. Michael is a librarian and is quiet.
Answer:","[' A', ' B']",0
117,"Question: Which is more likely?
A. Michael is a librarian.
B. Michael is a librarian and is shy.
Answer:","[' A', ' B']",0
118,"Question: Which is more likely?
A. Michael is a librarian and is quiet.
B. Michael is a librarian.
Answer:","[' A', ' B']",1
119,"Question: Which is more likely?
A. Michael is a librarian and is shy.
B. Michael is a librarian.
Answer:","[' A', ' B']",1
120,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is a librarian and Michael is quiet.
A:","[' 1', ' 2']",0
121,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is a librarian and Michael is shy.
A:","[' 1', ' 2']",0
122,"Q: Which is more likely?
1. Michael is a librarian and Michael is quiet.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
123,"Q: Which is more likely?
1. Michael is a librarian and Michael is shy.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
124,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is quiet and is a librarian.
A:","[' 1', ' 2']",0
125,"Q: Which is more likely?
1. Michael is a librarian.
2. Michael is shy and is a librarian.
A:","[' 1', ' 2']",0
126,"Q: Which is more likely?
1. Michael is quiet and is a librarian.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
127,"Q: Which is more likely?
1. Michael is shy and is a librarian.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
128,"Q: Which is more likely to be true?
1. Michael is a librarian.
2. Michael is a librarian and is quiet.
A:","[' 1', ' 2']",0
129,"Q: Which is more likely to be true?
1. Michael is a librarian.
2. Michael is a librarian and is shy.
A:","[' 1', ' 2']",0
130,"Q: Which is more likely to be true?
1. Michael is a librarian and is quiet.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
131,"Q: Which is more likely to be true?
1. Michael is a librarian and is shy.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
132,"Q: Which is more probable?
1. Michael is a librarian.
2. Michael is a librarian and is quiet.
A:","[' 1', ' 2']",0
133,"Q: Which is more probable?
1. Michael is a librarian.
2. Michael is a librarian and is shy.
A:","[' 1', ' 2']",0
134,"Q: Which is more probable?
1. Michael is a librarian and is quiet.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
135,"Q: Which is more probable?
1. Michael is a librarian and is shy.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
136,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a librarian.
2. Michael is a librarian and is quiet.
A:","[' 1', ' 2']",0
137,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a librarian.
2. Michael is a librarian and is shy.
A:","[' 1', ' 2']",0
138,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a librarian and is quiet.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
139,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a librarian and is shy.
2. Michael is a librarian.
A:","[' 1', ' 2']",1
140,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is a nurse and is caring.
A:","[' 1', ' 2']",0
141,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is a nurse and is gentle.
A:","[' 1', ' 2']",0
142,"Q: Which is more likely?
1. Michael is a nurse and is caring.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
143,"Q: Which is more likely?
1. Michael is a nurse and is gentle.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
144,"Question: Which is more likely?
A. Michael is a nurse.
B. Michael is a nurse and is caring.
Answer:","[' A', ' B']",0
145,"Question: Which is more likely?
A. Michael is a nurse.
B. Michael is a nurse and is gentle.
Answer:","[' A', ' B']",0
146,"Question: Which is more likely?
A. Michael is a nurse and is caring.
B. Michael is a nurse.
Answer:","[' A', ' B']",1
147,"Question: Which is more likely?
A. Michael is a nurse and is gentle.
B. Michael is a nurse.
Answer:","[' A', ' B']",1
148,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is a nurse and Michael is caring.
A:","[' 1', ' 2']",0
149,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is a nurse and Michael is gentle.
A:","[' 1', ' 2']",0
150,"Q: Which is more likely?
1. Michael is a nurse and Michael is caring.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
151,"Q: Which is more likely?
1. Michael is a nurse and Michael is gentle.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
152,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is caring and is a nurse.
A:","[' 1', ' 2']",0
153,"Q: Which is more likely?
1. Michael is a nurse.
2. Michael is gentle and is a nurse.
A:","[' 1', ' 2']",0
154,"Q: Which is more likely?
1. Michael is caring and is a nurse.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
155,"Q: Which is more likely?
1. Michael is gentle and is a nurse.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
156,"Q: Which is more likely to be true?
1. Michael is a nurse.
2. Michael is a nurse and is caring.
A:","[' 1', ' 2']",0
157,"Q: Which is more likely to be true?
1. Michael is a nurse.
2. Michael is a nurse and is gentle.
A:","[' 1', ' 2']",0
158,"Q: Which is more likely to be true?
1. Michael is a nurse and is caring.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
159,"Q: Which is more likely to be true?
1. Michael is a nurse and is gentle.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
160,"Q: Which is more probable?
1. Michael is a nurse.
2. Michael is a nurse and is caring.
A:","[' 1', ' 2']",0
161,"Q: Which is more probable?
1. Michael is a nurse.
2. Michael is a nurse and is gentle.
A:","[' 1', ' 2']",0
162,"Q: Which is more probable?
1. Michael is a nurse and is caring.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
163,"Q: Which is more probable?
1. Michael is a nurse and is gentle.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
164,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a nurse.
2. Michael is a nurse and is caring.
A:","[' 1', ' 2']",0
165,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a nurse.
2. Michael is a nurse and is gentle.
A:","[' 1', ' 2']",0
166,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a nurse and is caring.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
167,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a nurse and is gentle.
2. Michael is a nurse.
A:","[' 1', ' 2']",1
168,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is a teacher and is patient.
A:","[' 1', ' 2']",0
169,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is a teacher and is strict.
A:","[' 1', ' 2']",0
170,"Q: Which is more likely?
1. Michael is a teacher and is patient.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
171,"Q: Which is more likely?
1. Michael is a teacher and is strict.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
172,"Question: Which is more likely?
A. Michael is a teacher.
B. Michael is a teacher and is patient.
Answer:","[' A', ' B']",0
173,"Question: Which is more likely?
A. Michael is a teacher.
B. Michael is a teacher and is strict.
Answer:","[' A', ' B']",0
174,"Question: Which is more likely?
A. Michael is a teacher and is patient.
B. Michael is a teacher.
Answer:","[' A', ' B']",1
175,"Question: Which is more likely?
A. Michael is a teacher and is strict.
B. Michael is a teacher.
Answer:","[' A', ' B']",1
176,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is a teacher and Michael is patient.
A:","[' 1', ' 2']",0
177,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is a teacher and Michael is strict.
A:","[' 1', ' 2']",0
178,"Q: Which is more likely?
1. Michael is a teacher and Michael is patient.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
179,"Q: Which is more likely?
1. Michael is a teacher and Michael is strict.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
180,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is patient and is a teacher.
A:","[' 1', ' 2']",0
181,"Q: Which is more likely?
1. Michael is a teacher.
2. Michael is strict and is a teacher.
A:","[' 1', ' 2']",0
182,"Q: Which is more likely?
1. Michael is patient and is a teacher.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
183,"Q: Which is more likely?
1. Michael is strict and is a teacher.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
184,"Q: Which is more likely to be true?
1. Michael is a teacher.
2. Michael is a teacher and is patient.
A:","[' 1', ' 2']",0
185,"Q: Which is more likely to be true?
1. Michael is a teacher.
2. Michael is a teacher and is strict.
A:","[' 1', ' 2']",0
186,"Q: Which is more likely to be true?
1. Michael is a teacher and is patient.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
187,"Q: Which is more likely to be true?
1. Michael is a teacher and is strict.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
188,"Q: Which is more probable?
1. Michael is a teacher.
2. Michael is a teacher and is patient.
A:","[' 1', ' 2']",0
189,"Q: Which is more probable?
1. Michael is a teacher.
2. Michael is a teacher and is strict.
A:","[' 1', ' 2']",0
190,"Q: Which is more probable?
1. Michael is a teacher and is patient.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
191,"Q: Which is more probable?
1. Michael is a teacher and is strict.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
192,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a teacher.
2. Michael is a teacher and is patient.
A:","[' 1', ' 2']",0
193,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a teacher.
2. Michael is a teacher and is strict.
A:","[' 1', ' 2']",0
194,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a teacher and is patient.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
195,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a teacher and is strict.
2. Michael is a teacher.
A:","[' 1', ' 2']",1
196,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is a banker and is rich.
A:","[' 1', ' 2']",0
197,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is a banker and is wealthy.
A:","[' 1', ' 2']",0
198,"Q: Which is more likely?
1. Michael is a banker and is rich.
2. Michael is a banker.
A:","[' 1', ' 2']",1
199,"Q: Which is more likely?
1. Michael is a banker and is wealthy.
2. Michael is a banker.
A:","[' 1', ' 2']",1
200,"Question: Which is more likely?
A. Michael is a banker.
B. Michael is a banker and is rich.
Answer:","[' A', ' B']",0
201,"Question: Which is more likely?
A. Michael is a banker.
B. Michael is a banker and is wealthy.
Answer:","[' A', ' B']",0
202,"Question: Which is more likely?
A. Michael is a banker and is rich.
B. Michael is a banker.
Answer:","[' A', ' B']",1
203,"Question: Which is more likely?
A. Michael is a banker and is wealthy.
B. Michael is a banker.
Answer:","[' A', ' B']",1
204,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is a banker and Michael is rich.
A:","[' 1', ' 2']",0
205,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is a banker and Michael is wealthy.
A:","[' 1', ' 2']",0
206,"Q: Which is more likely?
1. Michael is a banker and Michael is rich.
2. Michael is a banker.
A:","[' 1', ' 2']",1
207,"Q: Which is more likely?
1. Michael is a banker and Michael is wealthy.
2. Michael is a banker.
A:","[' 1', ' 2']",1
208,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is rich and is a banker.
A:","[' 1', ' 2']",0
209,"Q: Which is more likely?
1. Michael is a banker.
2. Michael is wealthy and is a banker.
A:","[' 1', ' 2']",0
210,"Q: Which is more likely?
1. Michael is rich and is a banker.
2. Michael is a banker.
A:","[' 1', ' 2']",1
211,"Q: Which is more likely?
1. Michael is wealthy and is a banker.
2. Michael is a banker.
A:","[' 1', ' 2']",1
212,"Q: Which is more likely to be true?
1. Michael is a banker.
2. Michael is a banker and is rich.
A:","[' 1', ' 2']",0
213,"Q: Which is more likely to be true?
1. Michael is a banker.
2. Michael is a banker and is wealthy.
A:","[' 1', ' 2']",0
214,"Q: Which is more likely to be true?
1. Michael is a banker and is rich.
2. Michael is a banker.
A:","[' 1', ' 2']",1
215,"Q: Which is more likely to be true?
1. Michael is a banker and is wealthy.
2. Michael is a banker.
A:","[' 1', ' 2']",1
216,"Q: Which is more probable?
1. Michael is a banker.
2. Michael is a banker and is rich.
A:","[' 1', ' 2']",0
217,"Q: Which is more probable?
1. Michael is a banker.
2. Michael is a banker and is wealthy.
A:","[' 1', ' 2']",0
218,"Q: Which is more probable?
1. Michael is a banker and is rich.
2. Michael is a banker.
A:","[' 1', ' 2']",1
219,"Q: Which is more probable?
1. Michael is a banker and is wealthy.
2. Michael is a banker.
A:","[' 1', ' 2']",1
220,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a banker.
2. Michael is a banker and is rich.
A:","[' 1', ' 2']",0
221,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a banker.
2. Michael is a banker and is wealthy.
A:","[' 1', ' 2']",0
222,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a banker and is rich.
2. Michael is a banker.
A:","[' 1', ' 2']",1
223,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a banker and is wealthy.
2. Michael is a banker.
A:","[' 1', ' 2']",1
224,"Q: Which is more likely?
1. Michael is a scientist.
2. Michael is a scientist and is smart.
A:","[' 1', ' 2']",0
225,"Q: Which is more likely?
1. Michael is a scientist.
2. Michael is a scientist and is a nerd.
A:","[' 1', ' 2']",0
226,"Q: Which is more likely?
1. Michael is a scientist and is smart.
2. Michael is a scientist.
A:","[' 1', ' 2']",1
227,"Q: Which is more likely?
1. Michael is a scientist and is a nerd.
2. Michael is a scientist.
A:","[' 1', ' 2']",1
