,filled_template,possible_answers,answer_ix
32,"Q: Classify the sentiment of this sentence as positive or negative: Michael loves modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
33,"Q: Classify the sentiment of this sentence as positive or negative: Michael hates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
34,"Q: Is the following sentence positive or negative? Michael loves modern art
A: The sentence is","[' positive', ' negative']",0
35,"Q: Is the following sentence positive or negative? Michael hates modern art
A: The sentence is","[' positive', ' negative']",1
36,"Q: What is the sentiment of this sentence? Michael loves modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
37,"Q: What is the sentiment of this sentence? Michael hates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
38,"Q: Is the sentiment of this sentence positive or negative? Michael loves modern art
A: The sentence is","[' positive', ' negative']",0
39,"Q: Is the sentiment of this sentence positive or negative? Michael hates modern art
A: The sentence is","[' positive', ' negative']",1
40,"Q: Classify the sentiment of this sentence as positive or negative: Michael loves math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
41,"Q: Classify the sentiment of this sentence as positive or negative: Michael hates math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
42,"Q: Classify the sentiment of this sentence as positive or negative: Michael loves math
A: The sentiment of the sentence is","[' positive', ' negative']",0
43,"Q: Classify the sentiment of this sentence as positive or negative: Michael hates math
A: The sentiment of the sentence is","[' positive', ' negative']",1
44,"Q: Is the following sentence positive or negative? Michael loves math
A: The sentence is","[' positive', ' negative']",0
45,"Q: Is the following sentence positive or negative? Michael hates math
A: The sentence is","[' positive', ' negative']",1
46,"Q: What is the sentiment of this sentence? Michael loves math
A: The sentiment of the sentence is","[' positive', ' negative']",0
47,"Q: What is the sentiment of this sentence? Michael hates math
A: The sentiment of the sentence is","[' positive', ' negative']",1
48,"Q: Is the sentiment of this sentence positive or negative? Michael loves math
A: The sentence is","[' positive', ' negative']",0
49,"Q: Is the sentiment of this sentence positive or negative? Michael hates math
A: The sentence is","[' positive', ' negative']",1
50,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
51,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
52,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes running
A: The sentiment of the sentence is","[' positive', ' negative']",0
53,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes running
A: The sentiment of the sentence is","[' positive', ' negative']",1
54,"Q: Is the following sentence positive or negative? Michael likes running
A: The sentence is","[' positive', ' negative']",0
55,"Q: Is the following sentence positive or negative? Michael dislikes running
A: The sentence is","[' positive', ' negative']",1
56,"Q: What is the sentiment of this sentence? Michael likes running
A: The sentiment of the sentence is","[' positive', ' negative']",0
57,"Q: What is the sentiment of this sentence? Michael dislikes running
A: The sentiment of the sentence is","[' positive', ' negative']",1
58,"Q: Is the sentiment of this sentence positive or negative? Michael likes running
A: The sentence is","[' positive', ' negative']",0
59,"Q: Is the sentiment of this sentence positive or negative? Michael dislikes running
A: The sentence is","[' positive', ' negative']",1
60,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
61,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
62,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
63,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
64,"Q: Is the following sentence positive or negative? Michael likes being outside
A: The sentence is","[' positive', ' negative']",0
65,"Q: Is the following sentence positive or negative? Michael dislikes being outside
A: The sentence is","[' positive', ' negative']",1
66,"Q: What is the sentiment of this sentence? Michael likes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
67,"Q: What is the sentiment of this sentence? Michael dislikes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
68,"Q: Is the sentiment of this sentence positive or negative? Michael likes being outside
A: The sentence is","[' positive', ' negative']",0
69,"Q: Is the sentiment of this sentence positive or negative? Michael dislikes being outside
A: The sentence is","[' positive', ' negative']",1
70,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
71,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
72,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes music
A: The sentiment of the sentence is","[' positive', ' negative']",0
73,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes music
A: The sentiment of the sentence is","[' positive', ' negative']",1
74,"Q: Is the following sentence positive or negative? Michael likes music
A: The sentence is","[' positive', ' negative']",0
75,"Q: Is the following sentence positive or negative? Michael dislikes music
A: The sentence is","[' positive', ' negative']",1
76,"Q: What is the sentiment of this sentence? Michael likes music
A: The sentiment of the sentence is","[' positive', ' negative']",0
77,"Q: What is the sentiment of this sentence? Michael dislikes music
A: The sentiment of the sentence is","[' positive', ' negative']",1
78,"Q: Is the sentiment of this sentence positive or negative? Michael likes music
A: The sentence is","[' positive', ' negative']",0
79,"Q: Is the sentiment of this sentence positive or negative? Michael dislikes music
A: The sentence is","[' positive', ' negative']",1
80,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
81,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
82,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
83,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
84,"Q: Is the following sentence positive or negative? Michael likes modern art
A: The sentence is","[' positive', ' negative']",0
85,"Q: Is the following sentence positive or negative? Michael dislikes modern art
A: The sentence is","[' positive', ' negative']",1
86,"Q: What is the sentiment of this sentence? Michael likes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
87,"Q: What is the sentiment of this sentence? Michael dislikes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
88,"Q: Is the sentiment of this sentence positive or negative? Michael likes modern art
A: The sentence is","[' positive', ' negative']",0
89,"Q: Is the sentiment of this sentence positive or negative? Michael dislikes modern art
A: The sentence is","[' positive', ' negative']",1
90,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
91,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
92,"Q: Classify the sentiment of this sentence as positive or negative: Michael likes math
A: The sentiment of the sentence is","[' positive', ' negative']",0
93,"Q: Classify the sentiment of this sentence as positive or negative: Michael dislikes math
A: The sentiment of the sentence is","[' positive', ' negative']",1
94,"Q: Is the following sentence positive or negative? Michael likes math
A: The sentence is","[' positive', ' negative']",0
95,"Q: Is the following sentence positive or negative? Michael dislikes math
A: The sentence is","[' positive', ' negative']",1
96,"Q: What is the sentiment of this sentence? Michael likes math
A: The sentiment of the sentence is","[' positive', ' negative']",0
97,"Q: What is the sentiment of this sentence? Michael dislikes math
A: The sentiment of the sentence is","[' positive', ' negative']",1
98,"Q: Is the sentiment of this sentence positive or negative? Michael likes math
A: The sentence is","[' positive', ' negative']",0
99,"Q: Is the sentiment of this sentence positive or negative? Michael dislikes math
A: The sentence is","[' positive', ' negative']",1
100,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
101,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
102,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys running
A: The sentiment of the sentence is","[' positive', ' negative']",0
103,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy running
A: The sentiment of the sentence is","[' positive', ' negative']",1
104,"Q: Is the following sentence positive or negative? Michael enjoys running
A: The sentence is","[' positive', ' negative']",0
105,"Q: Is the following sentence positive or negative? Michael does not enjoy running
A: The sentence is","[' positive', ' negative']",1
106,"Q: What is the sentiment of this sentence? Michael enjoys running
A: The sentiment of the sentence is","[' positive', ' negative']",0
107,"Q: What is the sentiment of this sentence? Michael does not enjoy running
A: The sentiment of the sentence is","[' positive', ' negative']",1
108,"Q: Is the sentiment of this sentence positive or negative? Michael enjoys running
A: The sentence is","[' positive', ' negative']",0
109,"Q: Is the sentiment of this sentence positive or negative? Michael does not enjoy running
A: The sentence is","[' positive', ' negative']",1
110,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
111,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
112,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
113,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
114,"Q: Is the following sentence positive or negative? Michael enjoys being outside
A: The sentence is","[' positive', ' negative']",0
115,"Q: Is the following sentence positive or negative? Michael does not enjoy being outside
A: The sentence is","[' positive', ' negative']",1
116,"Q: What is the sentiment of this sentence? Michael enjoys being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
117,"Q: What is the sentiment of this sentence? Michael does not enjoy being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
118,"Q: Is the sentiment of this sentence positive or negative? Michael enjoys being outside
A: The sentence is","[' positive', ' negative']",0
119,"Q: Is the sentiment of this sentence positive or negative? Michael does not enjoy being outside
A: The sentence is","[' positive', ' negative']",1
120,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
121,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
122,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys music
A: The sentiment of the sentence is","[' positive', ' negative']",0
123,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy music
A: The sentiment of the sentence is","[' positive', ' negative']",1
124,"Q: Is the following sentence positive or negative? Michael enjoys music
A: The sentence is","[' positive', ' negative']",0
125,"Q: Is the following sentence positive or negative? Michael does not enjoy music
A: The sentence is","[' positive', ' negative']",1
126,"Q: What is the sentiment of this sentence? Michael enjoys music
A: The sentiment of the sentence is","[' positive', ' negative']",0
127,"Q: What is the sentiment of this sentence? Michael does not enjoy music
A: The sentiment of the sentence is","[' positive', ' negative']",1
128,"Q: Is the sentiment of this sentence positive or negative? Michael enjoys music
A: The sentence is","[' positive', ' negative']",0
129,"Q: Is the sentiment of this sentence positive or negative? Michael does not enjoy music
A: The sentence is","[' positive', ' negative']",1
130,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
131,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
132,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
133,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
134,"Q: Is the following sentence positive or negative? Michael enjoys modern art
A: The sentence is","[' positive', ' negative']",0
135,"Q: Is the following sentence positive or negative? Michael does not enjoy modern art
A: The sentence is","[' positive', ' negative']",1
136,"Q: What is the sentiment of this sentence? Michael enjoys modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
137,"Q: What is the sentiment of this sentence? Michael does not enjoy modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
138,"Q: Is the sentiment of this sentence positive or negative? Michael enjoys modern art
A: The sentence is","[' positive', ' negative']",0
139,"Q: Is the sentiment of this sentence positive or negative? Michael does not enjoy modern art
A: The sentence is","[' positive', ' negative']",1
140,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
141,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
142,"Q: Classify the sentiment of this sentence as positive or negative: Michael enjoys math
A: The sentiment of the sentence is","[' positive', ' negative']",0
143,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not enjoy math
A: The sentiment of the sentence is","[' positive', ' negative']",1
144,"Q: Is the following sentence positive or negative? Michael enjoys math
A: The sentence is","[' positive', ' negative']",0
145,"Q: Is the following sentence positive or negative? Michael does not enjoy math
A: The sentence is","[' positive', ' negative']",1
146,"Q: What is the sentiment of this sentence? Michael enjoys math
A: The sentiment of the sentence is","[' positive', ' negative']",0
147,"Q: What is the sentiment of this sentence? Michael does not enjoy math
A: The sentiment of the sentence is","[' positive', ' negative']",1
148,"Q: Is the sentiment of this sentence positive or negative? Michael enjoys math
A: The sentence is","[' positive', ' negative']",0
149,"Q: Is the sentiment of this sentence positive or negative? Michael does not enjoy math
A: The sentence is","[' positive', ' negative']",1
150,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
151,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
152,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores running
A: The sentiment of the sentence is","[' positive', ' negative']",0
153,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors running
A: The sentiment of the sentence is","[' positive', ' negative']",1
154,"Q: Is the following sentence positive or negative? Michael adores running
A: The sentence is","[' positive', ' negative']",0
155,"Q: Is the following sentence positive or negative? Michael abhors running
A: The sentence is","[' positive', ' negative']",1
156,"Q: What is the sentiment of this sentence? Michael adores running
A: The sentiment of the sentence is","[' positive', ' negative']",0
157,"Q: What is the sentiment of this sentence? Michael abhors running
A: The sentiment of the sentence is","[' positive', ' negative']",1
158,"Q: Is the sentiment of this sentence positive or negative? Michael adores running
A: The sentence is","[' positive', ' negative']",0
159,"Q: Is the sentiment of this sentence positive or negative? Michael abhors running
A: The sentence is","[' positive', ' negative']",1
160,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
161,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
162,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
163,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
164,"Q: Is the following sentence positive or negative? Michael adores being outside
A: The sentence is","[' positive', ' negative']",0
165,"Q: Is the following sentence positive or negative? Michael abhors being outside
A: The sentence is","[' positive', ' negative']",1
166,"Q: What is the sentiment of this sentence? Michael adores being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
167,"Q: What is the sentiment of this sentence? Michael abhors being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
168,"Q: Is the sentiment of this sentence positive or negative? Michael adores being outside
A: The sentence is","[' positive', ' negative']",0
169,"Q: Is the sentiment of this sentence positive or negative? Michael abhors being outside
A: The sentence is","[' positive', ' negative']",1
170,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
171,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
172,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores music
A: The sentiment of the sentence is","[' positive', ' negative']",0
173,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors music
A: The sentiment of the sentence is","[' positive', ' negative']",1
174,"Q: Is the following sentence positive or negative? Michael adores music
A: The sentence is","[' positive', ' negative']",0
175,"Q: Is the following sentence positive or negative? Michael abhors music
A: The sentence is","[' positive', ' negative']",1
176,"Q: What is the sentiment of this sentence? Michael adores music
A: The sentiment of the sentence is","[' positive', ' negative']",0
177,"Q: What is the sentiment of this sentence? Michael abhors music
A: The sentiment of the sentence is","[' positive', ' negative']",1
178,"Q: Is the sentiment of this sentence positive or negative? Michael adores music
A: The sentence is","[' positive', ' negative']",0
179,"Q: Is the sentiment of this sentence positive or negative? Michael abhors music
A: The sentence is","[' positive', ' negative']",1
180,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
181,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
182,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
183,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
184,"Q: Is the following sentence positive or negative? Michael adores modern art
A: The sentence is","[' positive', ' negative']",0
185,"Q: Is the following sentence positive or negative? Michael abhors modern art
A: The sentence is","[' positive', ' negative']",1
186,"Q: What is the sentiment of this sentence? Michael adores modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
187,"Q: What is the sentiment of this sentence? Michael abhors modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
188,"Q: Is the sentiment of this sentence positive or negative? Michael adores modern art
A: The sentence is","[' positive', ' negative']",0
189,"Q: Is the sentiment of this sentence positive or negative? Michael abhors modern art
A: The sentence is","[' positive', ' negative']",1
190,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
191,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
192,"Q: Classify the sentiment of this sentence as positive or negative: Michael adores math
A: The sentiment of the sentence is","[' positive', ' negative']",0
193,"Q: Classify the sentiment of this sentence as positive or negative: Michael abhors math
A: The sentiment of the sentence is","[' positive', ' negative']",1
194,"Q: Is the following sentence positive or negative? Michael adores math
A: The sentence is","[' positive', ' negative']",0
195,"Q: Is the following sentence positive or negative? Michael abhors math
A: The sentence is","[' positive', ' negative']",1
196,"Q: What is the sentiment of this sentence? Michael adores math
A: The sentiment of the sentence is","[' positive', ' negative']",0
197,"Q: What is the sentiment of this sentence? Michael abhors math
A: The sentiment of the sentence is","[' positive', ' negative']",1
198,"Q: Is the sentiment of this sentence positive or negative? Michael adores math
A: The sentence is","[' positive', ' negative']",0
199,"Q: Is the sentiment of this sentence positive or negative? Michael abhors math
A: The sentence is","[' positive', ' negative']",1
200,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
201,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
202,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates running
A: The sentiment of the sentence is","[' positive', ' negative']",0
203,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate running
A: The sentiment of the sentence is","[' positive', ' negative']",1
204,"Q: Is the following sentence positive or negative? Michael appreciates running
A: The sentence is","[' positive', ' negative']",0
205,"Q: Is the following sentence positive or negative? Michael does not appreciate running
A: The sentence is","[' positive', ' negative']",1
206,"Q: What is the sentiment of this sentence? Michael appreciates running
A: The sentiment of the sentence is","[' positive', ' negative']",0
207,"Q: What is the sentiment of this sentence? Michael does not appreciate running
A: The sentiment of the sentence is","[' positive', ' negative']",1
208,"Q: Is the sentiment of this sentence positive or negative? Michael appreciates running
A: The sentence is","[' positive', ' negative']",0
209,"Q: Is the sentiment of this sentence positive or negative? Michael does not appreciate running
A: The sentence is","[' positive', ' negative']",1
210,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
211,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
212,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
213,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
214,"Q: Is the following sentence positive or negative? Michael appreciates being outside
A: The sentence is","[' positive', ' negative']",0
215,"Q: Is the following sentence positive or negative? Michael does not appreciate being outside
A: The sentence is","[' positive', ' negative']",1
216,"Q: What is the sentiment of this sentence? Michael appreciates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
217,"Q: What is the sentiment of this sentence? Michael does not appreciate being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
218,"Q: Is the sentiment of this sentence positive or negative? Michael appreciates being outside
A: The sentence is","[' positive', ' negative']",0
219,"Q: Is the sentiment of this sentence positive or negative? Michael does not appreciate being outside
A: The sentence is","[' positive', ' negative']",1
220,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
221,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
222,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates music
A: The sentiment of the sentence is","[' positive', ' negative']",0
223,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate music
A: The sentiment of the sentence is","[' positive', ' negative']",1
224,"Q: Is the following sentence positive or negative? Michael appreciates music
A: The sentence is","[' positive', ' negative']",0
225,"Q: Is the following sentence positive or negative? Michael does not appreciate music
A: The sentence is","[' positive', ' negative']",1
226,"Q: What is the sentiment of this sentence? Michael appreciates music
A: The sentiment of the sentence is","[' positive', ' negative']",0
227,"Q: What is the sentiment of this sentence? Michael does not appreciate music
A: The sentiment of the sentence is","[' positive', ' negative']",1
228,"Q: Is the sentiment of this sentence positive or negative? Michael appreciates music
A: The sentence is","[' positive', ' negative']",0
229,"Q: Is the sentiment of this sentence positive or negative? Michael does not appreciate music
A: The sentence is","[' positive', ' negative']",1
230,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
231,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
232,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
233,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
234,"Q: Is the following sentence positive or negative? Michael appreciates modern art
A: The sentence is","[' positive', ' negative']",0
235,"Q: Is the following sentence positive or negative? Michael does not appreciate modern art
A: The sentence is","[' positive', ' negative']",1
236,"Q: What is the sentiment of this sentence? Michael appreciates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
237,"Q: What is the sentiment of this sentence? Michael does not appreciate modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
238,"Q: Is the sentiment of this sentence positive or negative? Michael appreciates modern art
A: The sentence is","[' positive', ' negative']",0
239,"Q: Is the sentiment of this sentence positive or negative? Michael does not appreciate modern art
A: The sentence is","[' positive', ' negative']",1
240,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
241,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
242,"Q: Classify the sentiment of this sentence as positive or negative: Michael appreciates math
A: The sentiment of the sentence is","[' positive', ' negative']",0
243,"Q: Classify the sentiment of this sentence as positive or negative: Michael does not appreciate math
A: The sentiment of the sentence is","[' positive', ' negative']",1
244,"Q: Is the following sentence positive or negative? Michael appreciates math
A: The sentence is","[' positive', ' negative']",0
